ID,item_cnt_month
32222,0.029526306
32224,0.014485112
32233,0.041368637
32236,0.015975213
32271,0.06812657
137748,1.4753989
137752,0.6709237
137777,20.0
137796,0.13980205
137798,0.811408
137817,0.23760028
137845,0.3439294
137850,0.1581918
137867,0.12553641
137869,0.39073333
137872,0.039180107
137886,0.35674623
137897,5.649829
137910,0.17271711
137911,0.30577326
137914,0.1433805
137941,0.2118304
137942,0.12516393
137944,0.66268275
137962,0.42958647
137964,0.3157724
137967,0.16624555
137982,0.23357485
137984,0.83875483
137987,1.7776504
137990,0.1119086
138014,0.04281698
138032,0.19793099
138051,0.46321726
138061,4.9790797
138080,3.0892513
138081,0.80957526
138083,2.2371774
138098,0.186186
138100,0.6531474
138104,1.4208001
138105,0.25087613
138107,0.09239155
138121,3.503599
138122,0.52258974
138129,0.19018358
138131,0.451085
138148,0.4273416
138152,0.22743203
138197,2.8352299
138199,1.7879746
138240,0.75592005
138243,0.25712574
138246,0.34248072
138247,0.4624677
138248,0.22434182
138265,0.22003444
138270,0.54337263
138291,0.8671193
138294,0.49409217
157527,2.4854765
138339,0.21885446
138359,0.1326381
138380,0.11913191
138386,0.61502594
138408,0.37280107
138411,2.000303
138413,0.5834791
138430,0.16801807
138435,0.271586
138481,0.6265326
138496,1.4344378
138505,0.19307186
138521,0.26433137
138522,0.6439215
138526,0.32475334
138529,0.42431375
138568,0.48136327
138570,0.3538328
138642,0.40581134
138667,0.4168589
138669,0.3713875
138685,0.6570769
138694,0.2901924
138731,2.0605626
138738,0.5363929
138759,6.0154366
138761,1.5457838
138778,0.7554868
138833,0.1134338
138895,0.6574793
138896,0.5287361
138899,1.337659
138905,2.53223
138906,5.7781415
138919,0.6441001
138922,0.24832164
138949,1.250215
138953,0.30297464
138975,0.67708266
138976,1.242771
138991,1.1775256
139013,0.5800192
139059,0.5912125
139064,0.65892863
139065,0.6822446
139091,0.077939294
139093,0.39223644
139106,0.21352245
139109,0.22325283
139116,0.1132911
139117,0.71397245
139132,0.7177585
139158,0.4879832
139160,0.5678277
139187,0.16145793
139206,0.13764282
139229,0.6968685
139253,0.105154395
139254,0.11155751
139256,0.21431206
139273,1.2521431
139278,0.17037268
139294,0.12599571
139295,0.2639289
139304,1.5844837
139343,0.15305437
139344,0.12504087
139348,0.12182157
139349,0.09314772
139351,0.22533418
139373,0.15812114
139389,0.26772833
139390,0.16524607
139396,0.07156934
139411,0.49084246
139414,0.19567415
139415,0.55372745
139418,0.028399138
139438,0.569433
139440,0.10810007
139444,0.15407558
139467,0.19067277
139469,0.07475588
139482,1.5344748
139532,0.0971347
139537,0.9052342
139554,0.04489986
139575,0.124935724
139583,0.28260586
137723,0.33614135
137724,0.8377076
137727,0.68703336
137730,1.6477313
137731,1.2177763
137754,7.010863
137772,0.20374672
137776,0.92832196
137793,0.20252289
137799,1.5268438
137816,1.9528086
137839,1.4494966
137844,0.3439294
137865,0.3147012
137871,3.9634326
137887,0.2294474
137893,0.1757658
137912,0.13545246
137913,0.53054416
137919,0.4927658
137920,0.25561258
137938,0.36550525
137957,0.79390866
137965,0.6678861
137966,0.17711906
137981,0.18544728
137988,0.41563782
138028,0.31480807
138030,0.3115062
138036,1.0500736
138038,0.48268557
138059,1.1758301
138108,0.91952455
138126,1.0708789
138127,0.73035145
138154,0.48162085
138170,0.25054032
138173,0.09835595
138193,0.034320876
138194,0.58248156
138196,0.36500853
138200,1.7870599
138216,0.25385958
138225,1.0315493
138333,0.29210967
138342,0.9212881
138362,0.047092967
138364,0.10742566
138382,0.15379721
138389,0.1724501
138403,0.82065266
138433,1.3632257
138434,1.6672553
138458,0.12294985
138475,0.26086685
138483,1.2937754
138501,0.18841366
138503,3.3374014
138520,0.455819
138552,0.7411542
138576,1.0369983
138592,0.774984
138595,0.11280394
138622,0.16560665
138664,0.8964121
138689,0.4294065
138709,0.16302389
138718,0.60454243
138737,0.9381055
138740,0.8733057
138755,1.4106101
138801,0.5272577
138802,0.46132013
138812,0.41722745
138878,0.26845637
138897,0.31245077
138903,0.19893642
138918,1.8817927
138921,0.22309844
138923,0.41624737
138925,0.04489986
138942,0.40753946
138945,0.3253997
138950,0.5113397
138951,0.07700326
138965,0.47765973
138970,1.8308609
138973,0.9984797
138974,0.135804
138990,0.20801002
138992,0.5448311
139014,0.35230848
139017,0.2567433
139021,0.33804446
139036,0.7402074
139068,0.4964682
139090,0.87949693
139114,0.1918272
139130,0.19055624
139133,0.21718384
139138,0.23208305
139153,0.34519097
139176,0.19958791
139182,0.5671409
139185,0.227775
139225,0.44603324
139226,0.21067898
139230,0.23292449
139248,0.16379373
139250,0.42078587
139257,0.7667354
139272,0.22061431
139281,0.45679715
139303,0.4914584
139320,0.09551961
139324,0.07062819
139328,0.12742096
139364,0.6363694
139371,0.3458444
139372,0.35503733
139397,0.590141
139416,0.26013735
139442,0.077990174
139464,0.21159095
139484,0.27660516
139490,0.16260798
139510,0.092574
139511,1.4462775
139531,0.12618577
139533,0.4163731
139555,0.08493663
139560,0.32492596
139576,0.3054325
139584,0.82096803
139585,0.9942133
139586,0.18801211
139603,0.15535869
139606,0.1409506
139624,0.3961113
139631,0.21782239
139647,0.420193
139648,0.5226779
137725,0.5088378
137733,2.1187284
137747,0.9178859
137753,1.0621115
137774,20.0
137792,2.4826894
137797,0.68699056
137802,0.6580669
137820,0.20080549
137822,0.6293994
137827,0.30927238
137846,0.3273122
137890,0.6993011
137891,0.7485754
137935,0.14256507
137936,1.0168982
137958,0.64766455
137959,0.31305772
138004,0.1514111
138006,1.2665923
138007,0.3607127
138011,1.5939804
138055,0.64154136
138075,1.481772
138128,0.7141811
138132,0.18733597
138147,0.46035329
138172,0.122150145
138174,2.7600574
138198,3.6584623
138201,0.40169004
138218,0.605828
138223,0.77069294
138224,0.19055276
138242,0.13015422
138245,0.115764074
138262,0.36425722
138264,0.063299
138271,0.99935395
46488,13.769624
138290,1.8612916
138293,0.4098016
138296,0.4951166
138309,0.79604065
138318,0.77966154
138334,11.079768
138340,0.90290105
138356,9.716887
138357,1.9032975
138365,0.63574815
138412,0.8377219
138427,1.2749746
138429,0.8426472
138436,1.0394601
138454,2.6761649
138457,0.39579666
138476,0.36803702
138477,0.43513033
138497,2.7621272
138499,2.11166
138504,0.17502964
138523,0.5022963
138545,0.19635153
138550,0.27835947
138554,0.2648234
138594,0.57210296
138597,1.0734867
138624,0.22976281
138645,0.08215897
138646,0.17295802
138671,0.24280019
138687,0.36992958
138691,2.4667785
138693,1.7952911
138712,0.58899397
138713,2.205158
138734,1.0248281
138754,1.2876573
138780,0.15100113
138783,0.579141
138788,0.7876264
138806,0.3439294
138831,0.5575417
138848,0.1877116
138857,1.2187647
138871,1.099467
138874,0.16349833
138902,0.12766308
138944,0.21564381
138952,0.07966745
138968,0.39800012
139016,0.5528157
139037,0.4066465
139039,0.35315752
139046,0.12158211
139067,0.41282213
139069,7.5169373
139086,0.57749134
139087,0.3144803
139089,0.28131342
139140,0.40612432
139156,0.3525909
139157,0.11911837
139179,0.5305244
139180,0.220443
139183,0.14379306
139202,0.34777915
139203,0.42762908
139209,0.5037346
139251,1.2783912
139255,0.56428
139274,0.51706356
139279,0.028933657
139301,0.17547588
139318,1.5118936
139319,0.03994468
139323,0.04489986
139327,0.7702203
139347,0.48814303
139367,0.36890006
139387,0.6518474
139391,0.42180347
139392,0.2625878
139412,0.17796135
139434,0.19741103
139461,0.09312541
139492,0.3745825
139505,0.26161033
139507,0.04561113
139508,0.109906666
139514,0.59758455
139528,0.8066857
139556,0.26814577
139557,0.32589746
139600,0.75730896
139625,0.04489986
139630,0.8027883
139646,0.072318695
139650,0.6578793
139669,0.47671953
15450,0.043298285
15466,0.24098714
15476,0.7419103
15485,0.02092995
32292,0.13235335
32318,0.011354941
32354,0.07754828
32357,0.01880853
32386,0.04459801
32389,0.096239224
32391,0.1999197
32398,0.09098113
32403,0.013703981
32407,0.016191497
32409,0.010255802
32424,0.123868
32433,0.18313074
32435,0.061737792
32436,0.03538571
32471,0.304462
32474,0.09030819
32482,0.105589345
32488,0.14936534
32494,0.030311916
32524,0.14853133
32527,0.016191497
32535,0.049130045
32536,0.033930704
32576,0.06147236
32580,0.06527769
199014,0.031972002
199057,0.19654854
199059,0.16297595
199061,0.11123174
199062,2.889425
199082,0.06302814
199102,0.050172124
199103,0.28003
199146,0.57450485
199148,0.36134365
199153,0.7315278
199176,0.20267303
199197,0.38621363
199200,0.13622297
137742,6.619641
137784,2.1788158
137787,0.1129171
137788,2.0084682
137804,0.329579
137814,0.14066856
137829,0.64574194
137835,3.112993
137854,0.2506619
137880,4.035274
137882,0.25493288
137884,0.1740827
137921,18.555414
137925,0.25203046
137947,0.6389069
137953,3.3083563
137968,1.0205064
137969,0.9955858
137995,4.586384
138015,1.2342812
138025,3.6201413
138087,1.3733317
138088,0.24245203
138114,0.15163204
138117,9.0
138138,0.4912646
138163,0.57683295
138255,0.25634137
138256,0.36787733
138274,0.014826798
138277,2.0
138278,3.238813
138283,0.055533975
138298,0.10960448
138327,0.5117976
138331,0.07728594
138353,0.15141368
138377,0.33198425
138397,0.33094245
138423,4.8965898
138424,0.16504796
138437,0.67753273
138438,0.29935893
138443,1.0528316
138447,0.5069719
138470,2.2096722
138493,2.1525514
138510,1.3382107
138512,0.98713994
138533,0.4801768
138534,2.0540106
138541,0.32049465
138542,0.25192928
138602,0.15046617
138606,0.6427881
138612,1.8468903
138625,0.27279606
138626,0.21127726
138674,0.27591565
138680,0.6633751
138695,0.42400238
138704,0.13595073
138725,0.07741604
138726,0.80277693
138771,0.17004244
138815,0.057143982
138818,0.23301598
138820,0.8049885
138821,0.3723984
138844,0.8797715
138847,0.91569334
138862,0.42876148
138892,1.0690422
138909,0.042007003
138912,1.6118288
138938,0.3107027
138962,0.48220566
139000,0.873691
139010,0.11535512
139029,0.61529046
139030,0.052812435
139034,0.943983
139047,0.16968085
139049,1.1529146
139078,0.54949534
139081,0.16825156
139095,0.3574305
139098,0.9916113
139105,0.12843502
139121,1.0257077
139127,0.5819293
139148,0.21035172
139166,0.81105244
139174,0.17948437
139191,0.29192358
139195,0.18957196
139196,0.12849998
139242,0.9158419
139261,0.08193429
139262,0.13979086
139263,0.102056436
139266,0.37345785
139269,0.08832523
139607,0.4786288
139623,0.12184036
139626,0.1322386
139651,0.2294474
139654,0.16279699
139672,0.21308272
139675,0.18773477
15444,0.07589392
15475,1.6806228
15507,0.054703526
15541,0.12226857
15548,0.4161914
15563,0.015156087
15589,0.13092038
15591,0.046296965
15592,0.19914477
15629,0.08397872
15632,0.039011817
15652,0.11124566
15655,0.24979933
15658,0.107043944
15661,3.8282843
15676,0.85889304
15677,0.15981704
15692,0.06649515
15705,0.106023066
15730,0.60933775
15733,0.096931174
15740,0.15448008
15749,0.09741204
15774,0.36342302
15777,0.27032524
15784,0.30108798
15821,0.13714132
15837,0.065176174
15897,0.06906078
15922,1.3218883
15931,0.016154615
15951,0.6496636
124244,0.009451968
124252,0.04317353
124257,0.22820169
124264,0.020324532
124279,0.43466267
124291,0.08860821
124304,0.039844543
124351,0.040598787
124370,0.015373324
124383,0.03540449
124417,0.052038435
124418,0.033346888
124421,0.16349095
124430,0.015529565
124452,0.100674294
124463,0.02136584
124465,0.5279266
124479,0.048024185
30639,0.02434338
30643,2.4663494
30655,1.0413022
30658,1.9279372
30707,0.40402776
30713,0.3771119
30730,0.23469807
30737,0.46092704
30739,1.32753
30742,0.108886
30757,0.14903659
30766,0.20602293
30771,0.3149329
30778,0.124482855
30784,0.039990496
30787,0.15097868
30819,0.32541594
30831,0.28981414
30865,0.30500308
30866,0.03507663
30898,0.024485637
30912,0.2050223
30945,0.040846463
30953,0.21099603
30957,0.78118294
30968,0.059422012
30997,0.5486521
31024,0.13574345
31029,0.07982716
31035,0.40268221
31100,2.1316316
31109,0.13285635
31130,0.4668294
31132,0.08236221
31147,0.08064217
31161,0.6428126
31182,0.016191497
31232,0.2281219
31252,0.13448016
31253,0.046580512
31255,0.116467535
31259,0.066025764
31262,0.019804383
31273,0.2086257
31285,0.25716838
31296,0.029397713
31299,0.07375913
31332,0.74501616
31344,0.06395753
31379,0.051891368
31382,0.06995534
31384,0.031786527
31388,0.062001098
31414,0.039782394
31420,0.1411617
31437,0.1740095
31455,0.056826588
31464,0.18330938
31487,0.046372417
31499,0.42914242
31520,0.070541956
31540,0.027773809
31552,0.020804724
31569,0.13386782
31581,0.07739047
31584,0.02732811
31590,0.7432576
31610,0.038185168
31625,0.026278941
31646,0.176523
31651,0.062001098
31680,0.03498537
31681,0.1116595
31684,0.10148866
31701,0.11266613
31704,0.25254786
31713,0.090744436
31736,0.059644073
31742,0.020952577
31774,0.015637212
31816,0.06133059
31818,0.21244566
31821,0.15841518
31825,0.016154615
19118,0.20058489
19126,0.029635936
19127,0.087812506
19147,0.04385491
19179,0.007832292
19188,0.0160655
19191,0.044014703
19194,0.016132154
19221,0.073883094
19268,0.21602142
19299,0.007077969
19302,0.011663171
19326,0.047698874
19355,0.06177144
19356,0.016154615
1964,0.8665436
1972,0.030327402
1988,0.22981681
2005,0.09947558
2014,0.42912564
2025,0.0704197
2050,0.01590856
2054,0.01590856
2080,0.027593879
2086,0.08015436
2097,0.072603315
2112,0.15201156
2130,0.022058295
2131,0.09574438
2139,0.016154615
2149,0.016191497
2156,0.038081955
2178,0.015653102
2182,0.10707443
2197,0.06570997
2211,0.083669044
2212,0.08753071
2241,0.042345803
2249,0.039415706
2263,0.12219325
2270,0.045293737
2290,0.2166814
2293,0.04768155
2297,0.09160717
2344,0.073373385
2373,0.030535504
2382,0.017738037
2395,0.0160655
2410,0.016154615
2415,0.17586331
2458,0.016154615
2463,0.004723939
2473,0.15222067
2476,0.166979
2491,0.05992682
2496,0.016154615
2499,0.015703864
2506,0.17203397
2558,0.046580512
2573,0.14940295
2576,0.08046104
2591,0.11203724
2614,0.034228165
2616,0.53585035
2624,0.13122742
2636,0.017320434
2638,0.055472966
2661,0.14895365
2665,0.27962476
2672,0.29564935
2683,0.16552211
2701,0.01590926
2716,0.072740056
2723,0.065844454
2724,0.08936565
2734,0.038193274
2739,0.022582207
2742,0.027223993
2757,0.06519487
2764,0.13409089
2771,0.023338176
2778,0.078983806
2789,0.043731686
2794,0.03320725
2815,0.085787706
2837,0.016154615
2842,0.061801326
2852,0.085709825
2864,0.04385491
2879,0.33139896
2881,0.07905253
2882,0.090142824
2904,0.34923542
2912,0.03209738
2923,0.18700178
2966,0.10344712
2971,0.043152522
2978,0.06476603
2993,0.3262797
3010,0.10627808
3014,0.2197777
3018,0.026437989
3019,0.048542995
3025,0.004723939
3044,0.035201408
3066,0.039255295
3077,0.043152522
3099,0.044014703
3118,0.045644756
3125,0.013072354
3129,0.17291036
3150,0.20571356
3151,0.01590926
3176,0.35088304
3184,0.11629189
3188,0.08080253
3209,0.017212167
3235,0.088659875
3236,0.0801274
3239,0.078287184
3242,0.037330147
3250,0.21104977
3253,0.08394036
3268,0.07831036
3287,0.20176819
3298,0.030349016
3334,0.1287355
3367,0.05855893
3371,0.01590926
3431,0.075363636
3435,0.032264892
3438,0.02059746
3459,0.075380094
3485,0.118078284
3518,0.021386722
3537,0.021341354
3563,0.0160655
3566,0.04385491
3596,0.015703864
3644,0.030535504
3685,0.08014781
3689,0.43242347
3692,0.08214208
3695,0.21692389
139649,1.0333223
15437,0.34307435
15460,2.3443081
15463,0.3260263
15478,0.13360098
15495,0.06875876
15498,0.6936837
15523,0.55934715
15525,0.2068724
15561,0.12295905
15566,0.03140192
15573,0.84182006
15585,0.096403256
15611,0.23340166
15648,0.042613354
15649,0.5184364
15651,0.17024948
15674,0.8464087
15695,0.027090436
15702,1.568654
15711,1.229872
15717,5.0
15718,4.1655707
15720,0.24703391
15739,0.12103213
15746,0.09583635
15758,0.85182637
15787,0.2997377
15806,0.81832105
15815,2.0845613
15818,0.4802772
15822,0.68814015
15831,0.22384696
15843,0.19322595
15849,0.100929126
15859,0.1933056
15865,0.11179367
15868,0.34563676
15872,0.40502477
15891,0.30839756
93854,0.01590856
93878,0.018409645
93890,0.015637212
93898,0.09074644
93913,0.25746462
93927,0.063799
93947,0.069453575
93957,0.016191497
93972,0.07846789
93983,0.09920213
93997,0.10896539
94008,0.16111949
94009,0.043934297
94017,0.06167261
94029,0.0416617
94040,0.024086915
94055,0.016994664
94063,0.18113855
94064,0.08201336
94066,0.085055485
94076,0.08608307
94086,0.27032635
94091,0.049338136
94113,0.03619622
94125,0.3065311
94145,0.016191497
94147,0.12123532
94148,0.01207956
94156,0.0160655
94158,0.0160655
94161,0.06873437
94168,0.15999195
94180,0.009240375
94181,0.009742293
94193,0.024693737
94196,0.015637212
94227,0.06592118
94229,0.08396962
94241,0.0564673
94251,0.0160655
94253,0.19287825
94276,0.09227459
94279,0.3200481
94324,0.060377534
94335,0.015997674
94336,0.41184703
94361,0.05278484
94407,0.15964551
94414,0.027298536
94462,0.027533283
94465,0.18200696
94474,0.027533283
94485,0.023920167
94489,0.024485637
94498,0.01610191
94499,0.19275914
94500,0.13116823
94509,0.116619274
94512,0.066574536
94525,0.2940165
94532,0.013953409
94545,0.013953409
94546,0.3244042
94558,0.060898643
94560,0.027682573
94570,0.015156087
94571,0.013953409
94591,0.015156087
94593,0.027470518
94616,0.03305907
94627,0.07646072
94628,0.49840608
94637,0.016191497
94651,0.104928896
94654,0.04409409
94662,0.06357372
94665,0.00910622
94674,0.21214312
94688,0.022182278
94720,0.01707459
94721,0.043934297
94722,0.17406097
94731,0.18691722
15488,0.14759052
15517,0.078701526
15535,0.10717811
15539,0.2895789
15554,0.37093604
15570,0.22079782
15586,0.04623067
15614,0.05307327
15623,0.07376052
15633,0.10996814
15646,0.8935132
15671,0.88930285
15680,3.1154087
15683,0.1569026
15734,0.06424308
15736,0.039990496
15761,0.22701713
15762,0.33482498
15780,0.20472968
15790,0.31711918
15812,0.07754828
15825,0.6792161
15827,0.07031579
15856,0.10870932
15875,0.042929415
15878,1.6983533
15894,0.12320379
15910,0.36940902
15938,0.12195626
15998,0.056694154
16001,0.029547013
16016,0.074877314
16017,0.033748392
16019,0.7067053
16020,0.08193599
16038,0.069057226
16039,0.04050648
16045,0.05546255
16057,0.10257145
16063,0.68299097
93887,0.056873698
93901,0.044479992
93914,0.016132154
93915,0.0954904
93923,0.20397966
93926,0.10896539
93946,0.25684234
93994,0.030581173
93995,0.104891464
94018,0.14656292
94030,0.073030405
94074,0.03741016
94087,0.20142695
94088,0.016035257
94089,0.34613115
94090,0.14662893
94098,0.013500269
94100,0.044677395
94102,0.24610531
94122,0.26526478
94123,0.015637212
94146,0.015637212
94159,0.106238626
94160,0.0160655
94171,0.027678618
94172,0.07435762
94185,0.06657771
94205,0.21371868
94206,0.016191497
94207,0.04409409
94255,0.016191497
94274,0.40159476
94278,0.01625815
94313,0.01625815
94322,0.016191497
94332,0.09047915
94344,0.01625815
94347,0.04409409
94349,0.016034557
94369,0.06292198
94393,0.07062661
94396,0.13931055
94404,0.20190279
94405,0.22873431
94408,0.02845852
94418,0.007242438
94419,0.06376127
94430,0.015480961
94443,0.05759052
94452,0.029254533
94463,0.015975913
94464,0.043885987
94473,0.07774997
94477,0.11533194
94478,0.413035
94511,0.04020698
94522,0.12859096
94535,0.118325345
94555,0.05621093
94559,0.018409645
94583,1.5906762
94590,0.112579696
94617,0.016994664
94641,0.043140512
94642,0.060179505
94661,0.03819826
94685,0.1803596
94709,0.015052551
94736,0.038599465
94744,0.09466508
94755,0.08020561
94767,0.0422296
94771,0.040814918
94817,0.08376797
94826,0.06502053
94837,0.016154615
94841,0.043140512
94849,0.043140512
94860,0.23783392
94872,0.027090436
94886,0.06349788
94887,0.009240375
139286,0.268125
139287,0.37898728
139289,0.07574072
139293,0.08638834
139312,0.13900384
139313,0.35836548
139314,0.3368873
139316,0.078100674
139332,0.08516398
139334,0.08667778
139340,0.10093949
139361,0.06842288
139384,0.024803288
139451,0.16309611
139452,0.36117634
139471,0.26928347
139476,0.028713578
139499,0.31448877
139520,0.21057653
139540,0.19412331
139549,0.8199973
139550,0.19469506
139564,0.05866406
139565,0.06106358
139566,0.17759535
139595,0.3601816
139613,0.04561113
139618,0.6557447
139642,0.30539757
139658,0.54835147
139667,0.18617985
20552,4.4514318
15483,0.117943384
15521,11.1914742
15527,0.19479883
15528,0.09335178
15534,0.11706533
15537,0.48307502
15540,0.07136526
15550,0.5393262
15562,0.11609925
15581,0.064941734
15587,0.34619823
15596,0.28946665
15615,0.26046583
15621,0.03140192
15622,0.35404932
15644,0.15536334
15665,0.21716157
15678,0.1903011
15682,0.19096445
15688,0.06538183
15700,0.1614195
15713,0.5563629
15747,0.087656096
20860,0.0
15767,0.07752534
15770,0.054871965
15813,0.12446001
15817,0.5123113
15829,0.030192327
15852,0.95304763
15857,0.17350921
15861,0.68012977
15874,0.015637212
15895,0.20668392
15902,0.03583852
15917,0.34531638
15918,0.6426061
15927,0.12587067
15933,0.15873514
15940,0.44885534
15952,0.14413208
15977,0.20663914
15980,0.05310124
15999,0.0783303
16031,0.04050648
16033,0.08919588
16037,0.13014327
16049,0.044705722
93871,0.11623376
93883,0.06121661
93886,0.04362918
93908,0.09678564
93916,0.043934297
93918,0.11102333
93965,0.012834578
93978,0.014019935
93986,0.01625815
94002,0.06743356
94015,0.027470518
94024,0.30052742
94033,0.027469613
94036,0.015218015
94047,0.020804724
94049,0.04635479
94060,0.026644489
94068,0.13125591
94069,0.12835369
94084,0.041097026
94116,0.024128268
94142,0.31443182
94143,0.016191497
94154,0.02413679
94174,0.15936698
94189,0.0160655
94190,0.0160655
94191,0.0160655
94269,0.31227553
94295,0.16236445
94308,0.04389738
94315,0.016191497
94362,0.080923654
94373,0.14766364
94374,0.10915396
94388,0.1748587
94390,0.06949245
94400,0.026274271
94448,0.015480961
94456,0.016978355
94458,0.059444655
94470,0.04990406
94479,0.09809867
94481,0.01574887
94526,0.039828066
31860,0.29946783
31868,0.08462492
31874,0.027614951
31894,0.22157745
31912,0.2708654
31945,0.15895157
31954,0.12289401
31956,0.21247868
31965,0.09480607
31971,0.024300918
31974,0.06599492
31979,0.09457043
31992,0.07238426
32000,0.2062879
32009,0.039990496
32023,0.074278235
32033,0.044014703
32044,0.036590334
32077,0.05832735
32083,0.012266559
32094,0.11203547
32111,0.06680581
32117,0.11378404
32126,0.039417725
32129,0.07374603
32194,0.041287396
32205,0.030311916
32211,0.019323573
32217,0.02547033
32290,0.08139875
32291,0.0160655
32297,0.08229224
32328,0.006988855
32338,0.21600789
32343,0.14934528
32364,0.033631038
32376,0.02782791
32382,0.14955434
32414,0.11941497
32416,0.089230314
32417,0.059550796
32420,0.02346191
32431,0.021479856
32434,0.006314686
32449,0.41213393
32464,0.017658874
32472,0.04385491
32484,0.28599802
32490,0.02179079
32493,0.04216176
32507,0.10885339
32517,0.033669095
32545,0.044284195
198997,0.12771098
198998,0.35161945
199017,0.09073
199018,1.6871423
199039,1.684675
199043,0.4941684
199047,0.094407
199066,0.3117364
199073,1.5799174
199091,0.30795893
199097,2.9057963
199118,0.4338777
199135,0.11292036
199138,0.19774838
199141,0.0822182
199183,0.25781557
199190,0.13223727
199209,5.8012347
199213,0.34306875
199234,0.22092839
199237,0.12877059
199253,0.12323813
199256,0.31983688
199303,1.952161
199308,0.2791814
199326,0.67599624
19122,0.04420315
19128,0.03313232
19131,0.04020698
19143,0.015998375
19158,0.07620907
19164,0.069888115
19172,0.11051065
19178,0.04003616
19196,0.029681291
19198,0.01410965
19222,0.0781715
19225,0.1271688
19228,0.029681291
19254,0.059199654
19274,0.21056476
19275,0.07815175
19283,0.09194269
19307,0.072675966
19310,0.016723296
19319,0.043714482
19333,0.0502965
1995,0.5138874
2017,0.112481855
2019,0.2188032
2030,0.016191497
2031,0.022058295
2046,0.0160655
2067,0.24069816
2088,0.015703864
2114,0.016132154
2137,0.21616693
2144,0.26434356
2159,0.31923705
2163,0.05874734
2169,0.06412882
2174,0.08497129
2181,0.096631385
2184,0.2473653
2187,0.77717
2188,0.025477028
2192,0.07973163
2207,0.16075644
2213,0.22491239
2218,0.09810861
2221,0.1257126
2235,0.029226655
2236,0.038486686
2239,0.26748222
2273,0.036870684
2276,0.07686244
2277,0.0381567
2310,0.016132154
2327,0.0625414
2332,0.18912533
2342,0.2171367
2350,0.0160655
2379,0.12843433
2386,0.09383172
2405,0.16228506
2430,0.23822086
2431,0.09186863
2439,0.06506279
2468,0.0576504
2471,0.17599033
2475,0.26043367
94756,0.20493749
94758,0.043140512
94766,0.10713194
94779,0.033631038
94815,0.0871579
94825,0.006191546
94830,0.018540794
94840,0.071146496
94864,0.09001411
94873,0.013953409
94876,0.016191497
94899,0.06592118
94900,0.11091515
94924,0.030439464
94944,0.130924
94969,0.015082658
94980,0.14203584
95015,0.20766167
95028,0.030581173
95064,0.07178104
95107,0.029681291
95108,0.057881642
95118,0.016132154
95122,0.10925482
95132,0.02950393
95146,0.15581757
95154,0.012646756
95155,0.09210285
95217,0.024485637
95263,0.0574033
95330,0.00910622
95341,0.009240375
95343,0.026914526
95377,0.02475567
95378,0.02475567
95380,0.04323191
95435,0.034141053
95471,0.07875871
95473,0.042107195
95498,0.12358913
95517,0.045435198
95521,0.7496369
95540,0.11699929
95543,0.06528023
